countryname,city,hotelname,address,phone,rating,hoteltype,latitude,longitude
Portugal,Algarve,Hilton Vilamoura As Cascatas,Rua das Acacias 8125-300 Algarve Portugal,+3512893030,4,luxury,37.0194,-7.9322
Portugal,Algarve,Pine Cliffs Ocean Suites,Praia da Falesia 8200-593 Algarve Portugal,+3512895001,5,luxury,37.0194,-7.9322
Portugal,Algarve,Martinhal Sagres Beach Family Resort,Sagres 8650-908 Algarve Portugal,+3512822402,4,luxury,37.177957,-8.529171
Portugal,Algarve,Tivoli Carvoeiro Algarve,Vale Covo 8400-517 Algarve Portugal,+3512823511,4,luxury,37.0194,-7.9322
Portugal,Algarve,Bela Vista Hotel Spa,Av Tomas Cabreira 5 8500-802 Algarve Portugal,+3512824602,4,luxury,37.0194,-7.9322
Portugal,Algarve,Hotel Eva Trends,Av da Republica 1 8000-078 Algarve Portugal,+3512890010,3,economy,37.0194,-7.9322
Portugal,Algarve,Faro Boutique Hotel,Rua do Prior 14 8000-282 Algarve Portugal,+3512898062,3,economy,37.0194,-7.9322
Portugal,Algarve,ibis Faro,Rua de Berlim 8005-210 Algarve Portugal,+3512898984,3,economy,37.0194,-7.9322
Portugal,Algarve,Hotel Dom Bernardo,Rua General Teofilo da Trindade 20 8000-079 Algarve Portugal,+3512882067,3,economy,37.0194,-7.9322
Slovakia,Bratislava,Radisson Blu Carlton Hotel Bratislava,Hviezdoslavovo namestie 3 81102 Bratislava Slovakia,+4212593900,5,luxury,48.141212,17.108581
Slovakia,Bratislava,Hotel Marrols Boutique Hotel,Tobrucka 4 81102 Bratislava Slovakia,+4212577876,4,luxury,48.141285,17.113433
Slovakia,Bratislava,Crowne Plaza Bratislava,Hodzovo namestie 2 81625 Bratislava Slovakia,+4212593481,4,luxury,48.147165,17.108635
Slovakia,Bratislava,Hotel Devin,Riecna 4 81102 Bratislava Slovakia,+4212596881,4,luxury,48.140187,17.107271
Slovakia,Bratislava,Hotel Grand Matej,Moyzesova 4 81105 Bratislava Slovakia,+4212592800,3,economy,48.150196,17.104589
Slovakia,Bratislava,Hotel Perla,Na Barine 1 84104 Bratislava Slovakia,+4212644630,3,economy,48.197726,17.050825
Slovakia,Bratislava,ibis Bratislava Centrum,Zamocka 38 81101 Bratislava Slovakia,+4212592300,3,economy,48.144381,17.102505
Slovakia,Bratislava,Hotel Tatra,Namestie 1 maja 5 81106 Bratislava Slovakia,+4212592781,3,economy,48.149444,17.109558
Slovakia,Bratislava,Hotel Apollon,Palarikova 1 81104 Bratislava Slovakia,+4212526382,3,economy,48.156782,17.11297
Slovakia,Bratislava,Old City Hotel Bratislava,Obchodna 38 81106 Bratislava Slovakia,+4212592108,4,luxury,48.147393,17.110889
Slovenia,Ljubljana,Hotel Slon Best Western Premier,Slovenska cesta 34 1000 Ljubljana Slovenia,+3861470100,4,luxury,46.052564,14.503834
Slovenia,Ljubljana,InterContinental Ljubljana,Slovenska cesta 59 1000 Ljubljana Slovenia,+3861088820,5,luxury,46.057181,14.505378
Slovenia,Ljubljana,Vander Urbani Resort,Krojaska ulica 6-8 1000 Ljubljana Slovenia,+3861200900,4,luxury,46.049548,14.505995
Slovenia,Ljubljana,Hotel Cubo,Slovenska cesta 15 1000 Ljubljana Slovenia,+3861425151,4,luxury,46.049345,14.502001
Slovenia,Ljubljana,Grand Hotel Union,Miklosiceva cesta 1 1000 Ljubljana Slovenia,+3861308127,4,luxury,46.052715,14.506376
Slovenia,Ljubljana,Hotel Park,Tabor 9 1000 Ljubljana Slovenia,+3861300130,3,economy,46.053571,14.514808
Slovenia,Ljubljana,Best Western City Hotel Ljubljana,Dalmatinova 15 1000 Ljubljana Slovenia,+3861239005,3,economy,46.053817,14.50794
Slovenia,Ljubljana,ibis Ljubljana Centre,Trg Ajdovscina 1 1000 Ljubljana Slovenia,+3861476670,3,economy,46.0569,14.5058
Slovenia,Ljubljana,Hotel Mrak,Rimska cesta 4 1000 Ljubljana Slovenia,+3861421300,3,economy,46.047337,14.502009
Slovenia,Ljubljana,Hotel Lev,Vosnjakova ulica 1 1000 Ljubljana Slovenia,+3861433200,4,luxury,46.056289,14.502513
Spain,Madrid,Hotel Ritz Madrid,Plaza de la Lealtad 5 28014 Madrid Spain,+3491701676,5,luxury,40.41555,-3.692725
Spain,Madrid,Four Seasons Hotel Madrid,Calle de Sevilla 3 28014 Madrid Spain,+3491738100,5,luxury,40.417272,-3.700392
Spain,Madrid,Palacio del Retiro Autograph Collection,Alfonso XII 14 28014 Madrid Spain,+3491523746,5,luxury,40.275361,-3.591375
Spain,Madrid,Hotel Unico Madrid,Claudio Coello 67 28001 Madrid Spain,+3491781017,5,luxury,40.428559,-3.686205
Spain,Madrid,Villa Magna Hotel,Paseo de la Castellana 22 28046 Madrid Spain,+3491587200,5,luxury,40.429937,-3.688165
Spain,Madrid,Hyatt Regency Hesperia Madrid,Paseo de la Castellana 57 28046 Madrid Spain,+3491210770,4,luxury,40.438825,-3.691747
Spain,Madrid,NH Collection Madrid Gran Via,Gran Via 21 28013 Madrid Spain,+3491521394,4,luxury,40.419757,-3.701356
Spain,Madrid,Ibis Madrid Centro,Calle Alcala 56 28009 Madrid Spain,+3491435450,3,economy,40.4195,-3.69036
Spain,Madrid,Generator Madrid,Calle de Relatores 8 28012 Madrid Spain,+3491791730,3,economy,40.413282,-3.703296
Spain,Madrid,Hotel Oscar Madrid,Plaza Vazquez de Mella 12 28004 Madrid Spain,+3491701737,3,economy,40.4168,-3.7038
Spain,Barcelona,Hotel Arts Barcelona,Carrer de la Marina 19-21 08005 Barcelona Spain,+3493221100,5,luxury,41.387083,2.196561
Spain,Barcelona,W Barcelona,Placa de la Rosa dels Vents 1 08039 Barcelona Spain,+3493295280,5,luxury,41.368833,2.190115
Spain,Barcelona,Mandarin Oriental Barcelona,Passeig de Gracia 38-40 08007 Barcelona Spain,+3493151888,5,luxury,41.391212,2.166896
Spain,Barcelona,Hotel Majestic Barcelona,Passeig de Gracia 68 08008 Barcelona Spain,+3493488888,5,luxury,41.393628,2.163389
Spain,Barcelona,El Palace Hotel Barcelona,Gran Via de les Corts Catalanes 668 08010 Barcelona Spain,+3493510113,5,luxury,41.391788,2.17176
Spain,Barcelona,Hotel 1898,La Rambla 109 08002 Barcelona Spain,+3493552155,4,luxury,41.383482,2.171202
Spain,Barcelona,Ohla Barcelona,Via Laietana 49 08003 Barcelona Spain,+3493341470,4,luxury,41.387057,2.174336
Spain,Barcelona,Novotel Barcelona City,Joan Miro 42 08015 Barcelona Spain,+3493600770,4,luxury,41.499648,2.180324
Spain,Barcelona,ibis Barcelona Centro,Calabria 149 08015 Barcelona Spain,+3493600780,3,economy,41.381732,2.151952
Spain,Barcelona,Generator Barcelona,Carrer de Corsega 373 08037 Barcelona Spain,+3493220822,3,economy,41.399144,2.162598
Spain,Seville,Hotel Alfonso XIII Seville,Calle San Fernando 2 41004 Seville Spain,+3495491700,5,luxury,37.381553,-5.992489
Spain,Seville,Hotel Mercer Sevilla,Calle Castelar 26 41001 Seville Spain,+3495422840,5,luxury,37.387564,-5.997426
Spain,Seville,Eurostars Torre Sevilla,Calle Gonzalo Jimenez de Quesada 2 41092 Seville Spain,+3495501100,4,luxury,37.392151,-6.010232
Spain,Seville,Hotel Colon Gran Melia Sevilla,Canalejas 1 41001 Seville Spain,+3495505090,4,luxury,37.390449,-6.000128
Spain,Seville,NH Collection Sevilla,Calle Alberto Lista 6 41004 Seville Spain,+3495428295,4,luxury,37.395947,-5.992244
Spain,Seville,Silken Al-Andalus Palace Hotel,Avenida de la Palmera 41012 Seville Spain,+3495423060,4,luxury,37.358206,-5.981205
Spain,Seville,Radisson Blu Hotel Seville,Av de Buhaira 22 41018 Seville Spain,+3495543000,4,luxury,37.382899,-5.974542
Spain,Seville,ibis Sevilla,Calle Antonio Mairena 26 41019 Seville Spain,+3495498040,3,economy,37.376731,-6.052097
Spain,Seville,Hotel Pension San Pancracio,Plaza de las Cruces 9 41004 Seville Spain,+3495441254,3,economy,37.3891,-5.9845
Spain,Seville,Hotel Amadeus Sevilla,Calle Farnesio 6 41004 Seville Spain,+3495450144,3,economy,37.38716,-5.988712
Sweden,Stockholm,Grand Hotel Stockholm,Sodra Blasieholmshamnen 8 103 27 Stockholm Sweden,+4686793500,5,luxury,59.329538,18.075383
Sweden,Stockholm,Hotel Nobis,Norrmalmstorg 2-4 111 86 Stockholm Sweden,+4686140700,5,luxury,59.33325,18.072972
Sweden,Stockholm,Berns Hotel,Nackstromsgatan 8 111 47 Stockholm Sweden,+4685663200,4,luxury,59.332303,18.073344
Sweden,Stockholm,Hotel Diplomat Stockholm,Strandvagen 7C 114 56 Stockholm Sweden,+4684596800,4,luxury,59.332158,18.080483
Sweden,Stockholm,Radisson Blu Royal Viking Hotel Stockholm,Vasagatan 1 101 24 Stockholm Sweden,+4685065400,4,luxury,59.331482,18.058185
Sweden,Stockholm,Scandic Grand Central,Kungsgatan 70 111 22 Stockholm Sweden,+4685170600,3,economy,59.333782,18.056066
Sweden,Stockholm,ibis Stockholm Odenplan,Karlbergsvagen 39 113 26 Stockholm Sweden,+4685002050,3,economy,59.342866,18.045331
Sweden,Stockholm,Generator Stockholm,Torsgatan 10 113 21 Stockholm Sweden,+4685055594,3,economy,59.335831,18.051296
Sweden,Stockholm,Hotel Kung Carl,Birger Jarlsgatan 21-23 111 45 Stockholm Sweden,+4684632000,4,luxury,59.337417,18.070262
Sweden,Stockholm,Hotel With Urban Deli,Sveavagen 44 111 34 Stockholm Sweden,+4684204207,3,economy,59.336808,18.062649
Sweden,Gothenburg,Elite Plaza Hotel Gothenburg,Vastra Hamngatan 3 404 22 Gothenburg Sweden,+4631720400,5,luxury,57.70513,11.962828
Sweden,Gothenburg,Hotel Gothia Towers,Massans gata 24 412 51 Gothenburg Sweden,+4631750880,4,luxury,57.697479,11.989051
Sweden,Gothenburg,Radisson Blu Scandinavia Hotel Gothenburg,Sodra Hamngatan 59-65 401 24 Gothenburg Sweden,+4631758580,4,luxury,57.707038,11.972814
Sweden,Gothenburg,Clarion Hotel Post Gothenburg,Drottningtorget 10 404 22 Gothenburg Sweden,+4631619900,4,luxury,57.708098,11.975068
Sweden,Gothenburg,Scandic Rubinen,Kungsportsavenyen 24 400 15 Gothenburg Sweden,+4631751090,3,economy,57.698555,11.977672
Sweden,Gothenburg,ibis Goteborg City Centre,Emigrantvagen 2 411 36 Gothenburg Sweden,+4631750370,3,economy,57.70022,11.932767
Sweden,Gothenburg,Hotel Riverton,Stora Badhusgatan 26 411 21 Gothenburg Sweden,+4631750610,4,luxury,57.703774,11.956541
Sweden,Gothenburg,Good Night Hotel Goteborg,Skanegatan 33 412 52 Gothenburg Sweden,+4631740570,3,economy,57.697722,11.986218
Sweden,Gothenburg,Generator Gothenburg,Magasinsgatan 17 411 18 Gothenburg Sweden,+4631520440,3,economy,57.702862,11.962595
Sweden,Gothenburg,Best Western Kom Hotel,Engelbrektsplan 2 41251 Gothenburg Sweden,+4631400410,3,economy,57.7089,11.9746
Switzerland,Zurich,The Dolder Grand,Kurhausstrasse 65 8032 Zurich Switzerland,+4144456600,5,luxury,47.372722,8.573421
Switzerland,Zurich,Baur au Lac,Talstrasse 1 8001 Zurich Switzerland,+4144220502,5,luxury,47.367112,8.539343
Switzerland,Zurich,Hotel Widder,Rennweg 7 8001 Zurich Switzerland,+4144224252,5,luxury,47.37244,8.539856
Switzerland,Zurich,Park Hyatt Zurich,Beethoven-Strasse 21 8002 Zurich Switzerland,+4143883123,5,luxury,47.366423,8.53604
Switzerland,Zurich,Zurich Marriott Hotel,Neumuehlequai 42 8006 Zurich Switzerland,+4144360107,4,luxury,47.382415,8.540556
Switzerland,Zurich,Hotel Schweizerhof Zurich,Bahnhofplatz 7 8001 Zurich Switzerland,+4144218888,4,luxury,47.376981,8.539421
Switzerland,Zurich,Radisson Blu Hotel Zurich Airport,Flughofstrasse 69 8058 Zurich Switzerland,+4144800188,4,luxury,47.440616,8.566439
Switzerland,Zurich,ibis Zurich Messe Airport,Oberfeldstrasse 40 8302 Zurich Switzerland,+4144804008,3,economy,47.506861,8.703086
Switzerland,Zurich,Hotel Townhouse Zurich,Schützengasse 7 8001 Zurich Switzerland,+4144200707,3,economy,47.376189,8.540024
Switzerland,Zurich,Hotel du Theatre,Seilergraben 69 8001 Zurich Switzerland,+4144267707,3,economy,47.376273,8.544667
Switzerland,Geneva,Hotel d Angleterre Geneva,Quai du Mont-Blanc 17 1201 Geneva Switzerland,+4122906555,5,luxury,46.209642,6.15031
Switzerland,Geneva,Four Seasons Hotel des Bergues Geneva,Quai des Bergues 33 1201 Geneva Switzerland,+4122708700,5,luxury,46.207034,6.146987
Switzerland,Geneva,Mandarin Oriental Geneva,Quai Turrettini 1 1201 Geneva Switzerland,+4122909000,5,luxury,46.205815,6.140977
Switzerland,Geneva,Beau-Rivage Geneva,Quai du Mont-Blanc 13 1201 Geneva Switzerland,+4122716666,5,luxury,46.209223,6.14982
Switzerland,Geneva,Hotel Le Richemond Geneva,Jardin Brunswick 1201 Geneva Switzerland,+4122715700,5,luxury,46.2044,6.1432
Switzerland,Geneva,InterContinental Geneva,7-9 Chemin du Petit-Saconnex 1209 Geneva Switzerland,+4122919911,4,luxury,46.224112,6.132999
Switzerland,Geneva,Hotel President Wilson Geneva,Quai Wilson 47 1211 Geneva Switzerland,+4122906333,4,luxury,46.214312,6.151459
Switzerland,Geneva,Movenpick Hotel Geneva,Route de Pre-Bois 20 1215 Geneva Switzerland,+4122717999,4,luxury,46.22567,6.101813
Switzerland,Geneva,ibis Geneva Centre,10 Rue Voltaire 1201 Geneva Switzerland,+4122338848,3,economy,46.207785,6.138304
Switzerland,Geneva,Hotel Auteuil,33 Rue de Lausanne 1202 Geneva Switzerland,+4122544888,3,economy,46.212825,6.14489
Switzerland,Bern,Bellevue Palace,Kochergasse 3-5 3011 Bern Switzerland,+4131320454,5,luxury,46.94653,7.446704
Switzerland,Bern,Hotel Schweizerhof Bern,Bahnhofplatz 11 3001 Bern Switzerland,+4131326808,5,luxury,46.948491,7.440244
Switzerland,Bern,Radisson Blu Hotel Bern,Zeughausgasse 9 3011 Bern Switzerland,+4131308340,4,luxury,46.948699,7.446357
Switzerland,Bern,Savoy Hotel Bern,Neuengasse 26 3011 Bern Switzerland,+4131311440,4,luxury,46.949094,7.44203
Switzerland,Bern,Hotel Bern,Zeughausgasse 9 3011 Bern Switzerland,+4131320022,3,economy,46.948699,7.446357
Switzerland,Bern,Hotel Krebs Bern,Genfergasse 8 3011 Bern Switzerland,+4131311494,3,economy,46.949485,7.441177
Switzerland,Bern,ibis Bern Expo,Guisanplatz 1 3014 Bern Switzerland,+4131339414,3,economy,46.959675,7.463336
Switzerland,Bern,Hotel City am Bahnhof,Bubenbergplatz 7 3011 Bern Switzerland,+4131311663,3,economy,46.947207,7.439835
Switzerland,Bern,Hotel Goldener Schluessel,Rathausgasse 72 3011 Bern Switzerland,+4131311021,3,economy,46.948532,7.44871
Switzerland,Bern,Hotel Ambassador Bern,Seftigenstrasse 99 3007 Bern Switzerland,+4131370999,4,luxury,46.934335,7.43995
USA,New York,The Plaza Hotel,Fifth Avenue at Central Park South New York NY 10019,+12127593000,5,luxury,40.7128,-74.006
USA,New York,The St Regis New York,2 East 55th Street New York NY 10022,+12127534500,5,luxury,40.761246,-73.974332
USA,New York,Four Seasons Hotel New York,57 East 57th Street New York NY 10022,+12127585700,5,luxury,40.762301,-73.971257
USA,New York,The Mark Hotel,25 East 77th Street New York NY 10075,+12127445300,5,luxury,40.77533,-73.963259
USA,New York,The Carlyle A Rosewood Hotel,35 East 76th Street New York NY 10021,+12127441600,5,luxury,40.774248,-73.96299
USA,New York,Mandarin Oriental New York,80 Columbus Circle New York NY 10023,+12128058800,5,luxury,40.76901,-73.982912
USA,New York,Loews Regency New York Hotel,540 Park Avenue New York NY 10065,+12127597000,4,luxury,40.764408,-73.96904
USA,New York,The New York Edition,5 Madison Avenue New York NY 10010,+12124139000,4,luxury,40.741326,-73.98747
USA,New York,Yotel New York,570 10th Avenue New York NY 10036,+16464497700,3,economy,40.758905,-73.994704
USA,New York,Pod 51 Hotel,230 East 51st Street New York NY 10022,+12127551200,3,economy,40.755713,-73.969092
USA,Miami,Acqualina Resort Residences,17875 Collins Avenue Sunny Isles Beach FL 33160,+13059181234,5,luxury,25.940795,-80.120495
USA,Miami,The Setai Miami Beach,2001 Collins Avenue Miami Beach FL 33139,+13055205400,5,luxury,25.795195,-80.127312
USA,Miami,Faena Hotel Miami Beach,3201 Collins Avenue Miami Beach FL 33140,+13055348800,5,luxury,25.807378,-80.123139
USA,Miami,Four Seasons Hotel Miami,1435 Brickell Avenue Miami FL 33131,+13053583535,5,luxury,25.758763,-80.191514
USA,Miami,1 Hotel South Beach,2341 Collins Avenue Miami Beach FL 33139,+13056041000,5,luxury,25.798518,-80.127708
USA,Miami,Loews Miami Beach Hotel,1601 Collins Avenue Miami Beach FL 33139,+13056041601,4,luxury,25.789383,-80.129344
USA,Miami,Hotel Kimpton EPIC,270 Biscayne Boulevard Way Miami FL 33131,+13054241234,4,luxury,25.770525,-80.189056
USA,Miami,Marriott Miami Biscayne Bay,1633 North Bayshore Drive Miami FL 33132,+13053746000,4,luxury,25.790861,-80.185997
USA,Miami,ibis Miami Brickell,2500 SW 27th Ave Miami FL 33133,+17865025910,3,economy,25.7451,-80.238138
USA,Miami,Coconut Grove Hotel,2649 S Bayshore Drive Miami FL 33133,+13058588600,3,economy,25.731662,-80.235309
USA,Los Angeles,The Beverly Hills Hotel,9641 Sunset Boulevard Beverly Hills CA 90210,+13102762251,5,luxury,34.081715,-118.413797
USA,Los Angeles,Chateau Marmont,8221 Sunset Boulevard Los Angeles CA 90046,+13236561010,5,luxury,34.09825,-118.368405
USA,Los Angeles,Hotel Bel-Air,701 Stone Canyon Road Los Angeles CA 90077,+13104721211,5,luxury,34.086499,-118.44642
USA,Los Angeles,The Langham Huntington Pasadena,1401 S Oak Knoll Avenue Pasadena CA 91106,+16265681234,5,luxury,34.122299,-118.133769
USA,Los Angeles,Montage Beverly Hills,225 N Canon Drive Beverly Hills CA 90210,+13108608100,5,luxury,34.067767,-118.398916
USA,Los Angeles,The LINE Hotel LA,3515 Wilshire Blvd Los Angeles CA 90010,+12133817411,4,luxury,34.062185,-118.300981
USA,Los Angeles,Kimpton Hotel Wilshire,6317 Wilshire Blvd Los Angeles CA 90048,+13238536600,4,luxury,34.063568,-118.365969
USA,Los Angeles,The Westin Bonaventure Hotel,404 S Figueroa Street Los Angeles CA 90071,+12136241000,4,luxury,34.051351,-118.258028
USA,Los Angeles,Freehand Los Angeles,416 W 8th Street Los Angeles CA 90014,+12136120021,3,economy,34.044915,-118.256739
USA,Los Angeles,USA Hostels Hollywood,1624 Schrader Boulevard Hollywood CA 90028,+13234620123,3,economy,34.100581,-118.332101
USA,Chicago,Four Seasons Hotel Chicago,120 East Delaware Place Chicago IL 60611,+13122807500,5,luxury,41.899639,-87.624884
USA,Chicago,The Langham Chicago,330 North Wabash Avenue Chicago IL 60611,+13129238888,5,luxury,41.888659,-87.627596
USA,Chicago,Loews Chicago Hotel,455 North Park Drive Chicago IL 60611,+13128404400,4,luxury,41.889967,-87.618833
USA,Chicago,Marriott Chicago Downtown Magnificent Mile,540 North Michigan Avenue Chicago IL 60611,+13128360100,4,luxury,41.892093,-87.624869
USA,Chicago,InterContinental Chicago Magnificent Mile,505 North Michigan Avenue Chicago IL 60611,+13129444100,4,luxury,41.891348,-87.623558
USA,Chicago,Hilton Chicago,720 South Michigan Avenue Chicago IL 60605,+13129222000,4,luxury,41.872509,-87.625113
USA,Chicago,Hotel EMC2 Autograph Collection,228 East Ontario Street Chicago IL 60611,+13124710100,4,luxury,41.893665,-87.621629
USA,Chicago,The Godfrey Hotel Chicago,127 West Huron Street Chicago IL 60654,+13126491360,4,luxury,41.894889,-87.633004
USA,Chicago,Freehand Chicago,19 East Ohio Street Chicago IL 60611,+13129400010,3,economy,41.892276,-87.62732
USA,Chicago,HI Chicago Hostel,24 East Congress Parkway Chicago IL 60605,+13123600300,3,economy,41.875569,-87.627312
USA,Washington DC,Four Seasons Hotel Washington DC,2800 Pennsylvania Avenue NW Washington DC 20007,+12023423100,5,luxury,38.904475,-77.05723
USA,Washington DC,The Hay-Adams,800 16th Street NW Washington DC 20006,+12026381000,5,luxury,38.900504,-77.0369
USA,Washington DC,Mandarin Oriental Washington DC,1330 Maryland Avenue SW Washington DC 20024,+12025548588,5,luxury,38.883412,-77.031019
USA,Washington DC,Trump International Hotel Washington DC,1100 Pennsylvania Avenue NW Washington DC 20004,+12026951100,5,luxury,38.894118,-77.027563
USA,Washington DC,Kimpton George Hotel,15 E Street NW Washington DC 20001,+12024374200,4,luxury,38.896276,-77.009805
USA,Washington DC,Washington Hilton,1919 Connecticut Avenue NW Washington DC 20009,+12024831000,4,luxury,38.916454,-77.045161
USA,Washington DC,JW Marriott Washington DC,1331 Pennsylvania Avenue NW Washington DC 20004,+12023932000,4,luxury,38.895591,-77.030012
USA,Washington DC,Capitol Hill Hotel,200 C Street SE Washington DC 20003,+12025431602,3,economy,38.886249,-77.003121
USA,Washington DC,The District Hotel Washington DC,1440 Rhode Island Avenue NW Washington DC 20005,+12024832000,3,economy,38.908122,-77.033312
USA,Washington DC,HI Washington DC Hostel,1009 11th Street NW Washington DC 20001,+12027371153,3,economy,38.902905,-77.026749
Canada,Montreal,Le Mount Stephen Hotel,1440 Drummond Street Montreal QC H3G 1V9,+15148880000,5,luxury,45.5017,-73.5673
Canada,Montreal,Ritz-Carlton Montreal,1228 Sherbrooke Street W Montreal QC H3G 1H6,+15148421111,5,luxury,45.494067,-73.583943
Canada,Montreal,Sofitel Montreal Golden Mile,1155 Sherbrooke Street W Montreal QC H3A 2N3,+15142851110,4,luxury,45.462037,-73.632158
Canada,Montreal,Hotel Omni Mont-Royal,1050 Sherbrooke Street W Montreal QC H3A 2R6,+15142841110,4,luxury,45.501928,-73.575954
Canada,Montreal,Marriott Chateau Champlain Montreal,1050 De la Gauchetiere W Montreal QC H3B 4C9,+15148787000,4,luxury,45.501022,-73.56449
Canada,Montreal,W Montreal Hotel,901 Square Victoria Montreal QC H2Z 1R1,+15143958000,4,luxury,45.502045,-73.561962
Canada,Montreal,Hotel Nelligan,106 Saint-Paul Street W Montreal QC H2Y 1Z3,+15147889122,4,luxury,45.5017,-73.5673
Canada,Montreal,ALT Hotel Montreal,120 Peel Street Montreal QC H3C 0L8,+15148740000,3,economy,43.663527,-79.799072
Canada,Montreal,Auberge de la Place Royale,17 Saint-Paul Street E Montreal QC H2Y 1G6,+15148282060,3,economy,45.5017,-73.5673
Canada,Montreal,Hotel10 Montreal,10 Sherbrooke Street E Montreal QC H2X 3P2,+15148435000,3,economy,45.51329,-73.569086
Canada,Calgary,Hotel Arts Calgary,119 12 Avenue SW Calgary AB T2R 0G8,+14032660611,4,luxury,51.040982,-114.064785
Canada,Calgary,Hyatt Regency Calgary,700 Centre Street SE Calgary AB T2G 5P6,+14037171234,4,luxury,51.0447,-114.0719
Canada,Calgary,The Fairmont Palliser Calgary,133 9 Avenue SW Calgary AB T2P 2M3,+14032621234,5,luxury,51.044363,-114.064955
Canada,Calgary,Marriott Calgary Downtown,110 9 Avenue SE Calgary AB T2G 5A6,+14032669700,4,luxury,51.043905,-114.044196
Canada,Calgary,Hotel Le Germain Calgary,899 Centre Street SW Calgary AB T2G 1B8,+14032648990,4,luxury,51.009823,-114.065013
Canada,Calgary,Hilton Garden Inn Calgary Downtown,711 4 Street SE Calgary AB T2G 1S3,+14036691111,3,economy,51.045956,-114.053709
Canada,Calgary,Sandman Signature Calgary Downtown,888 7 Avenue SW Calgary AB T2P 3J3,+14035323200,3,economy,51.047297,-114.080678
Canada,Calgary,ibis Calgary Centre West,135 Southland Drive SE Calgary AB T2J 5X5,+14035341111,3,economy,50.964529,-114.069254
Canada,Calgary,The Westin Calgary,320 4 Avenue SW Calgary AB T2P 2S6,+14032661611,4,luxury,51.050184,-114.069304
Canada,Calgary,Alt Hotel Calgary East Village,618 Confluence Way SE Calgary AB T2G 0G4,+14032638800,3,economy,51.04792,-114.04979
Canada,Ottawa,Fairmont Chateau Laurier,1 Rideau Street Ottawa ON K1N 8S7,+16132411414,5,luxury,45.425583,-75.695206
Canada,Ottawa,Andaz Ottawa ByWard Market,325 Dalhousie Street Ottawa ON K1N 7G1,+16133218000,4,luxury,45.428705,-75.690689
Canada,Ottawa,Lord Elgin Hotel Ottawa,100 Elgin Street Ottawa ON K1P 5K8,+16132353333,4,luxury,45.421337,-75.693769
Canada,Ottawa,Marriott Ottawa,100 Kent Street Ottawa ON K1P 5R7,+16132385000,4,luxury,45.419774,-75.70343
Canada,Ottawa,Hilton Lac-Leamy Ottawa,3 Casino Boulevard Gatineau QC J8Y 6X4,+18197907000,4,luxury,45.447568,-75.72377
Canada,Ottawa,Delta Hotels Ottawa City Centre,101 Lyon Street N Ottawa ON K1R 5T9,+16132371500,3,economy,45.418427,-75.704201
Canada,Ottawa,ibis Ottawa Centre,141 Cooper Street Ottawa ON K2P 0E8,+16132385000,3,economy,45.419199,-75.689797
Canada,Ottawa,Swiss Hotel Ottawa,89 Daly Avenue Ottawa ON K1N 6E6,+16132371700,3,economy,45.426987,-75.686378
Canada,Ottawa,Novotel Ottawa Hotel,33 Nicholas Street Ottawa ON K1N 9M7,+16132301171,3,economy,45.425997,-75.689549
Canada,Ottawa,Arc The Hotel Ottawa,140 Slater Street Ottawa ON K1P 5H6,+16132389000,4,luxury,45.420375,-75.696916
Canada,Edmonton,Fairmont Hotel Macdonald Edmonton,10065 100 Street NW Edmonton AB T5J 0N6,+17804247111,5,luxury,53.54074,-113.4903
Canada,Edmonton,JW Marriott Edmonton ICE District,10344 102 Street NW Edmonton AB T5J 0G5,+17804016001,5,luxury,53.445729,-113.490694
Canada,Edmonton,Sutton Place Hotel Edmonton,10235 101 Street NW Edmonton AB T5J 3E9,+17804283000,4,luxury,53.609518,-113.494312
Canada,Edmonton,Delta Hotels Edmonton Centre Suites,10222 102 Street NW Edmonton AB T5J 4C5,+17804299666,4,luxury,53.445729,-113.490694
Canada,Edmonton,Hyatt Place Edmonton Downtown,10010 104 Street NW Edmonton AB T5J 0Z2,+17804203456,4,luxury,53.539436,-113.499476
Canada,Edmonton,Coast Edmonton Plaza Hotel,10155 105 Street NW Edmonton AB T5J 1E2,+17804234811,3,economy,53.451806,-113.501465
Canada,Edmonton,ibis Edmonton Downtown,10010 104 Street NW Edmonton AB T5J 0Z2,+17804239977,3,economy,53.539436,-113.499476
Canada,Edmonton,Holiday Inn Express Edmonton Downtown,10010 104 Street NW Edmonton AB T5J 0Z2,+17804229999,3,economy,53.539436,-113.499476
Canada,Edmonton,Chateau Louis Hotel Conference Centre,11727 Kingsway Avenue Edmonton AB T5G 3J7,+17804528431,3,economy,53.562968,-113.505886
Canada,Edmonton,Varscona Hotel on Whyte,8208 106 Street NW Edmonton AB T6E 4M3,+17804345085,3,economy,53.5689,-113.503029
Canada,Vancouver,Rosewood Hotel Georgia,801 West Georgia Street Vancouver BC V6C 1P7,+16046829550,5,luxury,49.283487,-123.119333
Canada,Vancouver,Fairmont Hotel Vancouver,900 West Georgia Street Vancouver BC V6C 2W6,+16046843131,5,luxury,49.28377,-123.120986
Canada,Vancouver,Four Seasons Hotel Vancouver,791 West Georgia Street Vancouver BC V6C 2T4,+16046894321,5,luxury,49.294147,-123.136246
Canada,Vancouver,Shangri-La Hotel Vancouver,1128 West Georgia Street Vancouver BC V6E 0A8,+16046898888,5,luxury,49.285782,-123.123918
